code,pcode,name,symbol
15327,P254500,"Torque Management Request Input Signal ""A"" Range/Performance",SV_ERR_SYM_GB_INTV_TQ_INT.15327
15328,P254500,"Torque Management Request Input Signal ""A"" Range/Performance",SV_ERR_SYM_GB_INTV_AC_VEH.15328
15329,P162400,Requirement - malfunction lamp on active,SV_ERR_SYM_TCU1.15329
15332,P218100,Cooling System Performance,SV_ERR_SYM_TH.15332
15336,P181B00,Gear recognition sensor Electrical error,SV_ERR_SYM_TOUT_NEUT_GEAR.15336
15337,P012300,Throttle/Pedal Pos.Sensor A Circ. High Input,SV_ERR_SYM_VP_TPS_1_H.15337
15338,P012200,Throttle/Pedal Pos.Sensor A Circ. Low Input,SV_ERR_SYM_VP_TPS_1_L.15338
15339,P022300,Throttle/Pedal Position Sensor/Switch B High Input,SV_ERR_SYM_VP_TPS_2_H.15339
15340,P022200,Throttle/Pedal Position Sensor/Switch B Low Input,SV_ERR_SYM_VP_TPS_2_L.15340
15341,P063800,Throttle Actuator Control (Bank1) Range/Performance,SV_ERR_SYM_TPS_AD_LIH.15341
15342,P063800,Throttle Actuator Control (Bank1) Range/Performance,SV_ERR_SYM_TPS_AD_BOL_ORNG.15342
15343,P029900,Turbo/Super Charger Underboost,SV_ERR_SYM_LEAK_UP_THR.15343
15344,P063800,Throttle Actuator Control (Bank1) Range/Performance,SV_ERR_SYM_TPS_AD_BOL.15344
15345,P063800,Throttle Actuator Control (Bank1) Range/Performance,SV_ERR_SYM_TPS_AD_BOL_SPR.15345
15346,P063800,Throttle Actuator Control (Bank1) Range/Performance,SV_ERR_SYM_TPS_AD_TOL.15346
15347,P063800,Throttle Actuator Control (Bank1) Range/Performance,SV_ERR_SYM_TPS_AD_TOL_SPR.15347
15348,P063800,Throttle Actuator Control (Bank1) Range/Performance,SV_ERR_SYM_TPS_AD_CDN_BAT.15348
15349,P063800,Throttle Actuator Control (Bank1) Range/Performance,SV_ERR_SYM_TPS_AD_CDN.15349
15350,P012100,Throttle/Pedal Pos.Sensor A Circ. Range/Performance,SV_ERR_SYM_TPS_MAF_1.15350
15351,P022100,Throttle/Pedal Position Sensor/Switch B Range/Performance,SV_ERR_SYM_TPS_MAF_2.15351
15353,P063800,Throttle Actuator Control (Bank1) Range/Performance,SV_ERR_SYM_TPS_ST_CHK_LIH.15353
15355,P063800,Throttle Actuator Control (Bank1) Range/Performance,SV_ERR_SYM_TPS_ST_CHK_SPR.15355
15364,P161200,Engine control module (ECM) Incorrect coding,SV_ERR_SYM_VAR_COD_DFT.15364
15365,U030000,Internal Control Module Software Incompatibility,SV_ERR_SYM_VAR_COD.15365
15366,U030200,Software Incompatibility with Transmission Control Module,SV_ERR_SYM_VAR_COD_TCU.15366
15367,P056300,System Voltage High Voltage,SV_ERR_SYM_VP_PWR_H_0.15367
15368,P056200,System Voltage Low Voltage,SV_ERR_SYM_VP_PWR_L_0.15368
15369,P217700,"System too lean off idle, Bank 1",SV_ERR_SYM_FSD_FAC_MAX_1.15369
15370,P217800,"System too rich off idle, Bank 1",SV_ERR_SYM_FSD_FAC_MIN_1.15370
15371,P21F400,"Fuel Control System ""B"" Too Lean Off Idle Bank 1",SV_ERR_SYM_FSD_OPT_FAC_MAX_1.15371
15372,P064300,"Sensor Reference Voltage ""A"" Circuit High",SV_ERR_SYM_VCC_H_0.15372
15373,P064200,"Sensor Reference Voltage ""A"" Circuit Low",SV_ERR_SYM_VCC_L_0.15373
15374,P065300,"Sensor Reference Voltage ""B"" Circuit High",SV_ERR_SYM_VCC_H_1.15374
15375,P065200,"Sensor Reference Voltage ""B"" Circuit Low",SV_ERR_SYM_VCC_L_1.15375
15376,P229400,Fuel Pressure Regulator 2 Control Circuit,SV_ERR_SYM_VCV_OC.15376
15377,P229500,Fuel Pressure Regulator 2 Control Circuit Low,SV_ERR_SYM_VCV_SCG.15377
15378,P009200,Fuel Pressure Regulator 1 Control Circuit High,SV_ERR_SYM_VCV_SCP.15378
15379,P21F500,"Fuel Control System ""B"" Too Rich Off Idle Bank 1",SV_ERR_SYM_FSD_OPT_FAC_MIN_1.15379
15381,P11A100,"Cam Shift Actuator ""A"" Cylinder 1 Circuit/Open",SV_ERR_SYM_VLFT_1_OC_0.15381
15382,P11A500,"Cam Shift Actuator ""A"" Cylinder 2 Circuit/Open",SV_ERR_SYM_VLFT_1_OC_3.15382
15383,P11A900,"Cam Shift Actuator ""A"" Cylinder 3 Circuit/Open",SV_ERR_SYM_VLFT_1_OC_1.15383
15384,P11AD00,"Cam Shift Actuator ""A"" Cylinder 4 Circuit/Open",SV_ERR_SYM_VLFT_1_OC_2.15384
15385,P11A100,"Cam Shift Actuator ""A"" Cylinder 1 Circuit/Open",SV_ERR_SYM_VLFT_1_SCG_0.15385
15386,P11A500,"Cam Shift Actuator ""A"" Cylinder 2 Circuit/Open",SV_ERR_SYM_VLFT_1_SCG_3.15386
15387,P11A900,"Cam Shift Actuator ""A"" Cylinder 3 Circuit/Open",SV_ERR_SYM_VLFT_1_SCG_1.15387
15388,P11AD00,"Cam Shift Actuator ""A"" Cylinder 4 Circuit/Open",SV_ERR_SYM_VLFT_1_SCG_2.15388
15389,P11BF00,"Cam Shift Actuator Outlet ""A"" Cylinder 1 Range/Performance",SV_ERR_SYM_VLFT_1_SCP_0.15389
15390,P11C100,"Cam Shift Actuator Outlet ""A"" Cylinder 2 Range/Performance",SV_ERR_SYM_VLFT_1_SCP_3.15390
15391,P11C300,"Cam Shift Actuator Outlet ""A"" Cylinder 3 Range/Performance",SV_ERR_SYM_VLFT_1_SCP_1.15391
15392,P11C500,"Cam Shift Actuator Outlet ""A"" Cylinder 4 Range/Performance",SV_ERR_SYM_VLFT_1_SCP_2.15392
15394,P11A200,"Cam Shift Actuator ""A"" Cylinder 1 Range/Performance",SV_ERR_SYM_VLFT_1_V_0_1.15394
15396,P11A600,"Cam Shift Actuator ""A"" Cylinder 2 Range/Performance",SV_ERR_SYM_VLFT_1_V_3_1.15396
15398,P11AA00,"Cam Shift Actuator ""A"" Cylinder 3 Range/Performance",SV_ERR_SYM_VLFT_1_V_1_1.15398
15400,P11AE00,"Cam Shift Actuator ""A"" Cylinder 4 Range/Performance",SV_ERR_SYM_VLFT_1_V_2_1.15400
15401,P11A300,"Cam Shift Actuator ""B"" Cylinder 1 Circuit/Open",SV_ERR_SYM_VLFT_STND_OC_0.15401
15402,P11A700,"Cam Shift Actuator ""B"" Cylinder 2 Circuit/Open",SV_ERR_SYM_VLFT_STND_OC_3.15402
15403,P11AB00,"Cam Shift Actuator ""B"" Cylinder 3 Circuit/Open",SV_ERR_SYM_VLFT_STND_OC_1.15403
15404,P11AF00,"Cam Shift Actuator ""B"" Cylinder 4 Circuit/Open",SV_ERR_SYM_VLFT_STND_OC_2.15404
15405,P11A300,"Cam Shift Actuator ""B"" Cylinder 1 Circuit/Open",SV_ERR_SYM_VLFT_STND_SCG_0.15405
15406,P11A700,"Cam Shift Actuator ""B"" Cylinder 2 Circuit/Open",SV_ERR_SYM_VLFT_STND_SCG_3.15406
15407,P11AB00,"Cam Shift Actuator ""B"" Cylinder 3 Circuit/Open",SV_ERR_SYM_VLFT_STND_SCG_1.15407
15408,P11AF00,"Cam Shift Actuator ""B"" Cylinder 4 Circuit/Open",SV_ERR_SYM_VLFT_STND_SCG_2.15408
15409,P11C000,"Cam Shift Actuator Outlet ""B"" Cylinder 1 Circuit/Open",SV_ERR_SYM_VLFT_STND_SCP_0.15409
15410,P11C200,"Cam Shift Actuator Outlet ""B"" Cylinder 2 Circuit/Open",SV_ERR_SYM_VLFT_STND_SCP_3.15410
15411,P11C400,"Cam Shift Actuator Outlet ""B"" Cylinder 3 Circuit/Open",SV_ERR_SYM_VLFT_STND_SCP_1.15411
15412,P11C600,"Cam Shift Actuator Outlet ""B"" Cylinder 4 Circuit/Open",SV_ERR_SYM_VLFT_STND_SCP_2.15412
15414,P11A400,"Cam Shift Actuator ""B"" Cylinder 1 Range/Performance",SV_ERR_SYM_VLFT_STND_V_0_1.15414
15416,P11A800,"Cam Shift Actuator ""B"" Cylinder 2 Range/Performance",SV_ERR_SYM_VLFT_STND_V_3_1.15416
15418,P11AC00,"Cam Shift Actuator ""B"" Cylinder 3 Range/Performance",SV_ERR_SYM_VLFT_STND_V_1_1.15418
15420,P11B000,"Cam Shift Actuator ""B"" Cylinder 4 Range/Performance",SV_ERR_SYM_VLFT_STND_V_2_1.15420
15423,P256500,Turbocharger Boost Control Position Sensor Circuit High,SV_ERR_SYM_VP_BPA_H_1.15423
15424,P256400,Turbocharger Boost Control Position Sensor Circuit Low,SV_ERR_SYM_VP_BPA_L_1.15424
15431,P25A900,Piston Cooling Oil Control Circuit/Open,SV_ERR_SYM_OIL_2_PIST_OC.15431
15432,P25AA00,Piston Cooling Oil Control Circuit Low,SV_ERR_SYM_OIL_2_PIST_SCG.15432
15433,P25AB00,Piston Cooling Oil Control Circuit High,SV_ERR_SYM_OIL_2_PIST_SCP.15433
15434,P21CF00,"Cylinder 1 Injector ""B"" Circuit/Open",SV_ERR_SYM_IV_MPI_OC_0.15434
15435,P21D000,"Cylinder 2 Injector ""B"" Circuit/Open",SV_ERR_SYM_IV_MPI_OC_3.15435
15436,P21D100,"Cylinder 3 Injector ""B"" Circuit/Open",SV_ERR_SYM_IV_MPI_OC_1.15436
15437,P21D200,"Cylinder 4 Injector ""B"" Circuit/Open",SV_ERR_SYM_IV_MPI_OC_2.15437
15438,P21DB00,"Cylinder 1 Injector ""B"" Circuit Low",SV_ERR_SYM_IV_MPI_SCG_0.15438
15439,P21DE00,"Cylinder 2 Injector ""B"" Circuit Low",SV_ERR_SYM_IV_MPI_SCG_3.15439
15440,P21E000,"Cylinder 3 Injector ""B"" Circuit Low",SV_ERR_SYM_IV_MPI_SCG_1.15440
15441,P21E200,"Cylinder 4 Injector ""B"" Circuit Low",SV_ERR_SYM_IV_MPI_SCG_2.15441
15442,P21DC00,"Cylinder 1 Injector ""B"" Circuit High",SV_ERR_SYM_IV_MPI_SCP_0.15442
15443,P21DF00,"Cylinder 2 Injector ""B"" Circuit High",SV_ERR_SYM_IV_MPI_SCP_3.15443
15444,P21E100,"Cylinder 3 Injector ""B"" Circuit High",SV_ERR_SYM_IV_MPI_SCP_1.15444
15445,P21E300,"Cylinder 4 Injector ""B"" Circuit High",SV_ERR_SYM_IV_MPI_SCP_2.15445
15446,P188900,Coolant shut-off valve Short circuit to ground/open circuit,SV_ERR_SYM_COC_EPC_OC_INTER_HEAT.15446
15447,P19A200,Transmission coolant valve Open circuit,SV_ERR_SYM_COC_EPC_OC_GB_HEAT.15447
15448,P275300,Transmission Fluid Cooler Control Circuit/Open,SV_ERR_SYM_COC_EPC_OC_GB_COOL.15448
15450,P188900,Coolant shut-off valve Short circuit to ground/open circuit,SV_ERR_SYM_COC_EPC_SCG_INTER_HEAT.15450
15451,P19A100,Transmission coolant valve Short circuit to ground,SV_ERR_SYM_COC_EPC_SCG_GB_HEAT.15451
15452,P275400,Transmission Fluid Cooler Control Circuit Low,SV_ERR_SYM_COC_EPC_SCG_GB_COOL.15452
15454,P188800,Coolant shut-off valve Short circuit to B+,SV_ERR_SYM_COC_EPC_SCP_INTER_HEAT.15454
15455,P19A000,Transmission coolant valve Short circuit to B+,SV_ERR_SYM_COC_EPC_SCP_GB_HEAT.15455
15456,P275500,Transmission Fluid Cooler Control Circuit High,SV_ERR_SYM_COC_EPC_SCP_GB_COOL.15456
15462,P268100,Engine Coolant Bypass Valve Control Circuit/Open,SV_ERR_SYM_RVC_DR_OC.15462
15463,P268200,Engine Coolant Bypass Valve Control Circuit Low,SV_ERR_SYM_RVC_DR_SCG1.15463
15464,P268200,Engine Coolant Bypass Valve Control Circuit Low,SV_ERR_SYM_RVC_DR_SCG2.15464
15465,P268300,Engine Coolant Bypass Valve Control Circuit High,SV_ERR_SYM_RVC_DR_SCP1.15465
15466,P268300,Engine Coolant Bypass Valve Control Circuit High,SV_ERR_SYM_RVC_DR_SCP2.15466
15470,P00B700,Engine Coolant Flow Low/Performance,SV_ERR_SYM_RVC_JAM_RNG_0.15470
15471,P255700,Engine Coolant Level Sensor/Switch Circuit Range/Performance,SV_ERR_SYM_RVC_DIG_CHKSUM.15471
15472,P255600,Engine Coolant Level Sensor/Switch Circuit,SV_ERR_SYM_RVC_DIG_COM.15472
15473,P255600,Engine Coolant Level Sensor/Switch Circuit,SV_ERR_SYM_RVC_DIG_SENS.15473
15492,P056300,System Voltage High Voltage,SV_ERR_SYM_VP_PWR_H_1.15492
15493,P056200,System Voltage Low Voltage,SV_ERR_SYM_VP_PWR_L_1.15493
16447,P000B00,"""B"" Camshaft Position Slow Response (Bank 1)",SV_ERR_SYM_CAM_DYN_VCP_EX_1.16447
16448,P000A00,"""A"" Camshaft Position Slow Response (Bank 1)",SV_ERR_SYM_CAM_DYN_VCP_IN_1.16448
16452,U041600,Invalid Data Received From Vehicle Dynamics Control Module,SV_ERR_SYM_PBSU_CAN_SENS.16452
16453,U041600,Invalid Data Received From Vehicle Dynamics Control Module,SV_ERR_SYM_PBSU_CAN_INIT.16453
16464,P00B700,Engine Coolant Flow Low/Performance,SV_ERR_SYM_RVC_DIG_BOL_AD.16464
16465,P00B700,Engine Coolant Flow Low/Performance,SV_ERR_SYM_RVC_DIG_TOL_AD.16465
16466,P00B700,Engine Coolant Flow Low/Performance,SV_ERR_SYM_RVC_AD_TOUT.16466
16467,P210100,Throttle Actuator Control Motor Circuit Range/performance,SV_ERR_SYM_ETC_DR_OHP.16467
16468,P210300,"Throttle Actuator ""A"" Control Motor Circuit High",SV_ERR_SYM_ETC_DR_SC.16468
16469,P210000,Throttle Actuator Control Motor Circuit/Open,SV_ERR_SYM_ETC_DR_OC.16469
16470,P012100,Throttle/Pedal Pos.Sensor A Circ. Range/Performance,SV_ERR_SYM_TPS_RATIO.16470
16479,U041500,Invalid Data Received From Anti-Lock Brake System Control Module,SV_ERR_SYM_VS_TOL.16479
16483,P050200,"Vehicle Speed Sensor ""A"" Circuit Low Input",SV_ERR_SYM_VS_CAN_EL_SCG.16483
16484,P050200,"Vehicle Speed Sensor ""A"" Circuit Low Input",SV_ERR_SYM_VS_CAN_EL_SCP.16484
16485,P050200,"Vehicle Speed Sensor ""A"" Circuit Low Input",SV_ERR_SYM_VS_CAN_EL_OC.16485
16486,P050100,"Vehicle Speed Sensor ""A"" Range/Performance",SV_ERR_SYM_VS_CAN_PLAUS_OOR_H.16486
16487,P050100,"Vehicle Speed Sensor ""A"" Range/Performance",SV_ERR_SYM_VS_CAN_PLAUS_OOR_L.16487
16488,P050100,"Vehicle Speed Sensor ""A"" Range/Performance",SV_ERR_SYM_VS_CAN_PLAUS_RC_H.16488
16489,P050100,"Vehicle Speed Sensor ""A"" Range/Performance",SV_ERR_SYM_VS_CAN_PLAUS_RC_L.16489
16490,U041500,Invalid Data Received From Anti-Lock Brake System Control Module,SV_ERR_SYM_VS_CAN_INI_VALUE.16490
16491,U041500,Invalid Data Received From Anti-Lock Brake System Control Module,SV_ERR_SYM_VS_CAN_V_SMALL.16491
16492,U041500,Invalid Data Received From Anti-Lock Brake System Control Module,SV_ERR_SYM_VS_CAN_SENS_DFCT.16492
16503,P33B700,Cylinder 1 Combustion misfire during direct injection detected,SV_ERR_SYM_MIS_DI_0.16503
16504,P33B800,Cylinder 2 Combustion misfire during direct injection detected,SV_ERR_SYM_MIS_DI_3.16504
16505,P33B900,Cylinder 3 Combustion misfire during direct injection detected,SV_ERR_SYM_MIS_DI_1.16505
16506,P33BA00,Cylinder 4 Combustion misfire during direct injection detected,SV_ERR_SYM_MIS_DI_2.16506
16507,P33BF00,Cylinder 1 Combustion misfire during combined operation detected,SV_ERR_SYM_MIS_IGC_0.16507
16508,P33C000,Cylinder 2 Combustion misfire during combined operation detected,SV_ERR_SYM_MIS_IGC_3.16508
16509,P33C100,Cylinder 3 Combustion misfire during combined operation detected,SV_ERR_SYM_MIS_IGC_1.16509
16510,P33C200,Cylinder 4 Combustion misfire during combined operation detected,SV_ERR_SYM_MIS_IGC_2.16510
16511,P33AF00,Cylinder 1 Combustion misfire during intake manifold injection detected,SV_ERR_SYM_MIS_MPI_0.16511
16512,P33B000,Cylinder 2 Combustion misfire during intake manifold injection detected,SV_ERR_SYM_MIS_MPI_3.16512
16513,P33B100,Cylinder 3 Combustion misfire during intake manifold injection detected,SV_ERR_SYM_MIS_MPI_1.16513
16514,P33B200,Cylinder 4 Combustion misfire during intake manifold injection detected,SV_ERR_SYM_MIS_MPI_2.16514
16782,U044700,"Invalid Data Received From Gateway ""A""",SV_ERR_SYM_CAN_DATE_2.16782
16784,U044700,"Invalid Data Received From Gateway ""A""",SV_ERR_SYM_CAN_DATE_4.16784
16785,U044700,"Invalid Data Received From Gateway ""A""",SV_ERR_SYM_CAN_DATE_5.16785
16786,U044700,"Invalid Data Received From Gateway ""A""",SV_ERR_SYM_CAN_DATE_6.16786
16796,U040200,Invalid Data Received From Transmission Control Module,SV_ERR_SYM_N_GB_ISC_ETCU.16796
16797,U040200,Invalid Data Received From Transmission Control Module,SV_ERR_SYM_N_GB_NCTL_ETCU.16797
16801,U040200,Invalid Data Received From Transmission Control Module,SV_ERR_SYM_T_SYN_GB_NCTL_ETCU.16801
16803,U042300,Invalid Data Received From Instrument Panel Cluster Control Module,SV_ERR_SYM_TAA_FIL_INTC.16803
16807,U040200,Invalid Data Received From Transmission Control Module,SV_ERR_SYM_TQ_PT_TRANS_ETCU.16807
16810,U040200,Invalid Data Received From Transmission Control Module,SV_ERR_SYM_TQ_GB_INTV_FAST_ETCU.16810
16812,U040200,Invalid Data Received From Transmission Control Module,SV_ERR_SYM_TQ_GB_INTV_SLOW_ETCU.16812
16819,P172300,Signal for starter lock Open circuit,SV_ERR_SYM_CLU_SWI_2_SCP_1.16819
16821,P060300,Internal Contr.Module (KAM) Error,SV_ERR_SYM_DPS_IV_CYC_1_0.16821
16822,P060300,Internal Contr.Module (KAM) Error,SV_ERR_SYM_DPS_IV_CYC_1_1.16822
16823,P060300,Internal Contr.Module (KAM) Error,SV_ERR_SYM_DPS_IV_CYC_2_0.16823
16824,P060300,Internal Contr.Module (KAM) Error,SV_ERR_SYM_DPS_IV_CYC_2_1.16824
16825,P060300,Internal Contr.Module (KAM) Error,SV_ERR_SYM_DPS_IV_INI_1_0.16825
16826,P060300,Internal Contr.Module (KAM) Error,SV_ERR_SYM_DPS_IV_INI_1_1.16826
16827,P060300,Internal Contr.Module (KAM) Error,SV_ERR_SYM_DPS_IV_INI_2_0.16827
16828,P060300,Internal Contr.Module (KAM) Error,SV_ERR_SYM_DPS_IV_INI_2_1.16828
16829,P060300,Internal Contr.Module (KAM) Error,SV_ERR_SYM_DPS_IV_INI_3_0.16829
16830,P060300,Internal Contr.Module (KAM) Error,SV_ERR_SYM_DPS_IV_INI_3_1.16830
16831,P060300,Internal Contr.Module (KAM) Error,SV_ERR_SYM_DPS_IV_INI_4_0.16831
16832,P060300,Internal Contr.Module (KAM) Error,SV_ERR_SYM_DPS_IV_INI_4_1.16832
16837,P218500,Engine Coolant Temperature Sensor 2 Circuit High,SV_ERR_SYM_LTS_EL_H_TCR.16837
16838,P218400,Engine Coolant Temperature Sensor 2 Circuit Low,SV_ERR_SYM_LTS_EL_L_TCR.16838
16845,P060300,Internal Contr.Module (KAM) Error,SV_ERR_SYM_SPI_PBK_IV_CYC_1.16845
16846,P060300,Internal Contr.Module (KAM) Error,SV_ERR_SYM_SPI_PBK_IV_INI_0.16846
16847,P060300,Internal Contr.Module (KAM) Error,SV_ERR_SYM_SPI_PBK_IV_INI_1.16847
16853,P014900,Fuel Timing Error,SV_ERR_SYM_VBOOST_BOL_1.16853
16854,P014900,Fuel Timing Error,SV_ERR_SYM_VBOOST_BOL_2.16854
16855,P014900,Fuel Timing Error,SV_ERR_SYM_VBOOST_TOL.16855
16986,P00B700,Engine Coolant Flow Low/Performance,SV_ERR_SYM_RVC_JAM_RNG_1.16986
16987,P00B700,Engine Coolant Flow Low/Performance,SV_ERR_SYM_RVC_JAM_RNG_2.16987
16988,P00B700,Engine Coolant Flow Low/Performance,SV_ERR_SYM_RVC_JAM_RNG_3.16988
16992,U110300,Production mode active,SV_ERR_SYM_MOD_PROD.16992
16993,P169A00,Loading mode active,SV_ERR_SYM_MOD_TRPT.16993
17002,P168D00,Oil pressure switch 3 Malfunction,SV_ERR_SYM_POIL_PIST_L.17002
17003,P168C00,Oil pressure switch 3 Implausible signal during engine operation,SV_ERR_SYM_POIL_PIST_H.17003
17004,P168B00,Oil pressure switch 3 Implausible signal during engine stand still,SV_ERR_SYM_POIL_PIST_PLAUS.17004
17169,P164700,Checking coding/versions of control modules in drivetrain,SV_ERR_SYM_VLCAvl_stCodFail_VW.17169
17170,U112200,Databus implausible message,SV_ERR_SYM_VLCAvl_stBrkPlaus_VW.17170
17171,U112200,Databus implausible message,SV_ERR_SYM_VLCAvl_aAccDes_VW.17171
17172,P150B00,Acceleration monitoring Control limit exceeded,SV_ERR_SYM_VLCAvl_aDeBrkLo_VW.17172
17173,P150B00,Acceleration monitoring Control limit exceeded,SV_ERR_SYM_VLCAvl_aDeEngOpm_VW.17173
17174,P150B00,Acceleration monitoring Control limit exceeded,SV_ERR_SYM_VLCAvl_aVeh_VW.17174
17175,U112200,Databus implausible message,SV_ERR_SYM_VLCAvl_stAccPlaus_VW.17175
17176,U112300,Databus error value received,SV_ERR_SYM_VLCAvl_errSigAcc_VW.17176
17177,P150B00,Acceleration monitoring Control limit exceeded,SV_ERR_SYM_VLCAvl_aDeBrkHi_VW.17177
17178,U112300,Databus error value received,SV_ERR_SYM_VLCAvl_stBrkFailIrv_VW.17178
17179,U112300,Databus error value received,SV_ERR_SYM_VLCAvl_stTrailDfct_VW.17179
17180,U112200,Databus implausible message,SV_ERR_SYM_VLCAvl_stTrailDiag_VW.17180
17181,U112300,Databus error value received,SV_ERR_SYM_VLCAvl_stBrkLghtDfct_VW.17181
17182,U112200,Databus implausible message,SV_ERR_SYM_VLCAvl_stBrkLghtDiag_VW.17182
17183,P133600,Engine torque monitoring Control limit exceeded,SV_ERR_SYM_MonTqLim_tqLimMon_VW.17183
17184,P15A400,Vehicle shutdown active,SV_ERR_SYM_LMVLim_bTrckAuth_VW.17184
17185,U112200,Databus implausible message,SV_ERR_SYM_LMLev_stLevPlaus_VW.17185
17186,U112300,Databus error value received,SV_ERR_SYM_LMLev_bLevSig_VW.17186
17187,P056800,Cruise Control Set Signal,SV_ERR_SYM_LMLev_bMainSwt_VW.17187
17188,U112300,Databus error value received,SV_ERR_SYM_LMVDes_bDisp_VW.17188
17189,U112200,Databus implausible message,SV_ERR_SYM_LMVDes_vDispPlaus_VW.17189
17355,P020100,Cylinder 1- Injector Circuit,SV_ERR_SYM_IV_HPDI_OC_0.17355
17356,P020200,Cylinder 2- Injector Circuit,SV_ERR_SYM_IV_HPDI_OC_3.17356
17357,P020300,Cylinder 3- Injector Circuit,SV_ERR_SYM_IV_HPDI_OC_1.17357
17358,P020400,Cylinder 4- Injector Circuit,SV_ERR_SYM_IV_HPDI_OC_2.17358
17359,P026100,Cylinder 1- Injector Circuit Low,SV_ERR_SYM_IV_HPDI_SCG_0.17359
17360,P026400,Cylinder 2- Injector Circuit Low,SV_ERR_SYM_IV_HPDI_SCG_3.17360
17361,P026700,Cylinder 3- Injector Circuit Low,SV_ERR_SYM_IV_HPDI_SCG_1.17361
17362,P027000,Cylinder 4- Injector Circuit Low,SV_ERR_SYM_IV_HPDI_SCG_2.17362
17363,P026200,Cylinder 1- Injector Circuit High,SV_ERR_SYM_IV_HPDI_SCP_0.17363
17364,P026500,Cylinder 2- Injector Circuit High,SV_ERR_SYM_IV_HPDI_SCP_3.17364
17365,P026800,Cylinder 3- Injector Circuit High,SV_ERR_SYM_IV_HPDI_SCP_1.17365
17366,P027100,Cylinder 4- Injector Circuit High,SV_ERR_SYM_IV_HPDI_SCP_2.17366
17367,P10B100,Monitoring of injector cylinder 1 Malfunction detected,SV_ERR_SYM_IV_HPDI_SCL_0.17367
17368,P10B200,Monitoring of injector cylinder 2 Malfunction detected,SV_ERR_SYM_IV_HPDI_SCL_3.17368
17369,P10B300,Monitoring of injector cylinder 3 Malfunction detected,SV_ERR_SYM_IV_HPDI_SCL_1.17369
17370,P10B400,Monitoring of injector cylinder 4 Malfunction detected,SV_ERR_SYM_IV_HPDI_SCL_2.17370
