code,pcode,name,symbol
17371,P026200,Cylinder 1- Injector Circuit High,SV_ERR_SYM_IV_HPDI_SCP_L_0.17371
17372,P026500,Cylinder 2- Injector Circuit High,SV_ERR_SYM_IV_HPDI_SCP_L_3.17372
17373,P026800,Cylinder 3- Injector Circuit High,SV_ERR_SYM_IV_HPDI_SCP_L_1.17373
17374,P027100,Cylinder 4- Injector Circuit High,SV_ERR_SYM_IV_HPDI_SCP_L_2.17374
17375,P026200,Cylinder 1- Injector Circuit High,SV_ERR_SYM_IV_HPDI_SCP_H_0.17375
17376,P026500,Cylinder 2- Injector Circuit High,SV_ERR_SYM_IV_HPDI_SCP_H_3.17376
17377,P026800,Cylinder 3- Injector Circuit High,SV_ERR_SYM_IV_HPDI_SCP_H_1.17377
17378,P027100,Cylinder 4- Injector Circuit High,SV_ERR_SYM_IV_HPDI_SCP_H_2.17378
17379,P026100,Cylinder 1- Injector Circuit Low,SV_ERR_SYM_IV_HPDI_SCG_L_0.17379
17380,P026400,Cylinder 2- Injector Circuit Low,SV_ERR_SYM_IV_HPDI_SCG_L_3.17380
17381,P026700,Cylinder 3- Injector Circuit Low,SV_ERR_SYM_IV_HPDI_SCG_L_1.17381
17382,P027000,Cylinder 4- Injector Circuit Low,SV_ERR_SYM_IV_HPDI_SCG_L_2.17382
17383,P026100,Cylinder 1- Injector Circuit Low,SV_ERR_SYM_IV_HPDI_SCG_H_0.17383
17384,P026400,Cylinder 2- Injector Circuit Low,SV_ERR_SYM_IV_HPDI_SCG_H_3.17384
17385,P026700,Cylinder 3- Injector Circuit Low,SV_ERR_SYM_IV_HPDI_SCG_H_1.17385
17386,P027000,Cylinder 4- Injector Circuit Low,SV_ERR_SYM_IV_HPDI_SCG_H_2.17386
17387,P10B100,Monitoring of injector cylinder 1 Malfunction detected,SV_ERR_SYM_IV_HPDI_IDT_0.17387
17388,P10B200,Monitoring of injector cylinder 2 Malfunction detected,SV_ERR_SYM_IV_HPDI_IDT_3.17388
17389,P10B300,Monitoring of injector cylinder 3 Malfunction detected,SV_ERR_SYM_IV_HPDI_IDT_1.17389
17390,P10B400,Monitoring of injector cylinder 4 Malfunction detected,SV_ERR_SYM_IV_HPDI_IDT_2.17390
17521,P150D00,Chain elongation,SV_ERR_SYM_ChaDiag_bChaElg1_VW.17521
17789,P00B700,Engine Coolant Flow Low/Performance,SV_ERR_SYM_RVC_DIF.17789
17918,P198700,Function restriction due to brake temperature,SV_ERR_SYM_VLCAvl_bBrkOverHeat_VW.17918
17920,P056800,Cruise Control Set Signal,SV_ERR_SYM_LMLev_bMainBtn_VW.17920
17922,U112200,Databus implausible message,SV_ERR_SYM_LMVDes_bDispHiLn_VW.17922
17924,U112200,Databus implausible message,SV_ERR_SYM_LMVDes_bDispLim_VW.17924
18191,P167D00,Button for start/stop operation Electrical error,SV_ERR_SYM_StrtStopSwt_bStuck_VW.18191
18876,P056800,Cruise Control Set Signal,SV_ERR_SYM_LMLev_bLevCod_VW.18876
18929,P013A00,O2 Sensor Bank 1 Sensor 2 Slow Response - Rich to Lean,SV_ERR_SYM_GRD_R2L_LS_DOWN_1.18929
18933,P227000,O2 Sensor Signal Stuck Lean; Bank 1 Sensor 2,SV_ERR_SYM_PEAK_MAX_LS_DOWN_1.18933
18934,P227100,O2 Sensor Signal Stuck Rich; Bank 1 Sensor 2,SV_ERR_SYM_PEAK_MIN_LS_DOWN_1.18934
19308,U042100,Invalid Data Received From Suspension Control Module,SV_ERR_SYM_COM_CHF_PLAUS.19308
19309,U013200,"Lost Communication With Suspension Control Module ""A""",SV_ERR_SYM_COM_CHF_TOUT.19309
19311,U019900,Lost Communication With “Door Control Module A”,SV_ERR_SYM_COM_DSC_LE_TOUT.19311
19395,C10A700,Rolling Mode recognized,SV_ERR_SYM_DYNO_MOD.19395
19845,U045200,Invalid Data Received From Restraints Control Module,SV_ERR_SYM_COM_ACU_PLAUS.19845
19846,U015100,Lost Communication With Restraints Control Module,SV_ERR_SYM_COM_ACU_TOUT.19846
19853,U042900,Invalid Data Received From Steering Column Control Module,SV_ERR_SYM_COM_CRU_PLAUS.19853
19854,U021200,Lost Communication With Steering Column Control Module,SV_ERR_SYM_COM_CRU_TOUT.19854
19859,U049A00,Invalid Data Received From “Door Control Module A”,SV_ERR_SYM_COM_DSC_LE_PLAUS.19859
19861,U043100,"Invalid Data Received From Body Control Module ""A""",SV_ERR_SYM_COM_EILU_PLAUS.19861
19862,U014100,"Lost Communication With Body Control Module ""A""",SV_ERR_SYM_COM_EILU_TOUT.19862
19867,U042300,Invalid Data Received From Instrument Panel Cluster Control Module,SV_ERR_SYM_COM_ICL_PLAUS.19867
19868,U015500,Lost Communication With Instrument Panel Cluster (IPC) Control Module,SV_ERR_SYM_COM_ICL_TOUT.19868
19869,U044700,"Invalid Data Received From Gateway ""A""",SV_ERR_SYM_COM_IF_CFT_PLAUS.19869
19870,U014600,"Lost Communication With Gateway ""A""",SV_ERR_SYM_COM_IF_CFT_TOUT.19870
19874,U041500,Invalid Data Received From Anti-Lock Brake System Control Module,SV_ERR_SYM_COM_TCS_PLAUS.19874
19875,U012100,Lost Communication With Anti-Lock Brake System (ABS) Control Module,SV_ERR_SYM_COM_TCS_TOUT.19875
19878,U042200,Invalid Data Received From Body Control Module,SV_ERR_SYM_COM_VECU_PLAUS.19878
19879,U014000,Lost Communication With Body Control Module,SV_ERR_SYM_COM_VECU_TOUT.19879
20250,U032200,Software Incompatibility With Body Control Module,SV_ERR_SYM_TAA_SRC_CONF_INTC.20250
20251,U042200,Invalid Data Received From Body Control Module,SV_ERR_SYM_TAA_SRC_RST_INTC.20251
20269,P070400,Clutch Switch Input Circuit,SV_ERR_SYM_CLU_SWI_PLAUS_0.20269
20270,P070400,Clutch Switch Input Circuit,SV_ERR_SYM_CLU_SWI_PLAUS_1.20270
20276,P151B00,Voltage terminal 15 Implausible,SV_ERR_SYM_IGK_PLAUS_0.20276
20316,P30C000,Fuel quality poor,SV_ERR_SYM_LOW_RON.20316
20577,P060600,ECM/PCM Processor,SV_ERR_SYM_AMP_ORNG_MAX.20577
20578,P060600,ECM/PCM Processor,SV_ERR_SYM_AMP_ORNG_MIN.20578
20590,P115800,Manifold abs. press. sens. Implausible signal,SV_ERR_SYM_AR_PL_MAX_LAM_MIN.20590
20593,P115800,Manifold abs. press. sens. Implausible signal,SV_ERR_SYM_AR_PL_MIN_LAM_MAX.20593
20614,P069900,"Sensor Reference Voltage ""C"" Circuit High",SV_ERR_SYM_VCC_H_2.20614
20615,P069800,"Sensor Reference Voltage ""C"" Circuit Low",SV_ERR_SYM_VCC_L_2.20615
20628,P060600,ECM/PCM Processor,SV_ERR_SYM_LAMB_IC_COM_1.20628
20630,P060600,ECM/PCM Processor,SV_ERR_SYM_LAMB_IC_CONF_1.20630
20632,P014000,"O2 Sensor Circ.,Bank1-Sensor2 No Activity Detected",SV_ERR_SYM_LS_OC_1.20632
20634,P013700,"O2 Sensor Circ.,Bank1-Sensor2 Low Voltage",SV_ERR_SYM_LS_SCG_1.20634
20636,P013800,"O2 Sensor Circ.,Bank1-Sensor2 High Voltage",SV_ERR_SYM_LS_SCP_1.20636
20638,P003600,O2 Sensor Heater Contr. Circ.(Bank1(1)Sensor 2),SV_ERR_SYM_LSH_LS_OC_1.20638
20640,P014100,"O2 Sensor Heater Circ.,Bank1-Sensor2 Malfunction",SV_ERR_SYM_LSH_LS_PWR_L_1.20640
20642,P003700,O2 Sensor Heater Contr. Circ.(Bank1(1)Sensor 2) Low,SV_ERR_SYM_LSH_LS_SCG_1.20642
20644,P003800,O2 Sensor Heater Contr. Circ.(Bank1(1)Sensor 2) High,SV_ERR_SYM_LSH_LS_SCP_1.20644
20646,P003000,O2 Sensor Heater Contr. Circ.(Bank1(1)Sensor 1),SV_ERR_SYM_LSH_LSL_OC_1.20646
20648,P013500,"O2 Sensor Heater Circ.,Bank1-Sensor1 Malfunction",SV_ERR_SYM_LSH_LSL_PWR_L_1.20648
20650,P003100,O2 Sensor Heater Contr. Circ.(Bank1(1)Sensor 1) Low,SV_ERR_SYM_LSH_LSL_SCG_1.20650
20652,P003200,O2 Sensor Heater Contr. Circ.(Bank1(1)Sensor 1) High,SV_ERR_SYM_LSH_LSL_SCP_1.20652
20654,P225100,O2 Sensor Negative Current Control Circuit Bank 1 Sensor 1 open,SV_ERR_SYM_LSL_OC_VG_1.20654
20656,P223700,O2 Sensor Positive Current Control Circuit Bank 1 Sensor 1 Open,SV_ERR_SYM_LSL_OC_VIP_1.20656
20658,P224300,O2 Sensor Reference Voltage Circuit Bank 1 Sensor 1 Open,SV_ERR_SYM_LSL_OC_VN_1.20658
20662,P013100,"O2 Sensor Circ.,Bank1-Sensor1 Low Voltage",SV_ERR_SYM_LSL_SCG_1.20662
20664,P013200,"O2 Sensor Circ.,Bank1-Sensor1 High Voltage",SV_ERR_SYM_LSL_SCP_1.20664
21266,U041500,Invalid Data Received From Anti-Lock Brake System Control Module,SV_ERR_SYM_PRS_BRAKE_CAN.21266
21297,U041500,Invalid Data Received From Anti-Lock Brake System Control Module,SV_ERR_SYM_AC_LGT_TCS8_CAN.21297
21302,U041500,Invalid Data Received From Anti-Lock Brake System Control Module,SV_ERR_SYM_AC_TRV_TCS2.21302
21312,U042800,Invalid Data Received From Steering Angle Sensor Module,SV_ERR_SYM_ANG_PSTE.21312
21319,U044700,"Invalid Data Received From Gateway ""A""",SV_ERR_SYM_CTR_KM_CAN.21319
21320,U041500,Invalid Data Received From Anti-Lock Brake System Control Module,SV_ERR_SYM_CTR_WHEEL_FN_LE_CAN.21320
21321,U041500,Invalid Data Received From Anti-Lock Brake System Control Module,SV_ERR_SYM_CTR_WHEEL_FN_RI_CAN.21321
21322,U041500,Invalid Data Received From Anti-Lock Brake System Control Module,SV_ERR_SYM_CTR_WHEEL_RE_LE_CAN.21322
21323,U041500,Invalid Data Received From Anti-Lock Brake System Control Module,SV_ERR_SYM_CTR_WHEEL_RE_RI_CAN.21323
21329,U045600,Invalid Data Received From Coolant Temperature Control Module,SV_ERR_SYM_ECF_REQ_AC_CAN.21329
21388,P301900,Exhaust door valve 1 Open circuit,SV_ERR_SYM_EF_EL_OC_0.21388
21389,P301800,Exhaust door valve 1 Short circuit to ground,SV_ERR_SYM_EF_EL_SCG_0.21389
21390,P301700,Exhaust door valve 1 Short circuit to B+,SV_ERR_SYM_EF_EL_SCP_0.21390
21391,P14AB00,Exhaust door control unit mechanical malfunction,SV_ERR_SYM_PWM_EF_FB_1_0.21391
21392,P14AB00,Exhaust door control unit mechanical malfunction,SV_ERR_SYM_PWM_EF_FB_2_0.21392
21393,P14AB00,Exhaust door control unit mechanical malfunction,SV_ERR_SYM_PWM_EF_FB_3_0.21393
21399,P302300,Exhaust door valve 2 Open circuit,SV_ERR_SYM_EF_EL_OC_1.21399
21400,P302200,Exhaust door valve 2 Short circuit to ground,SV_ERR_SYM_EF_EL_SCG_1.21400
21401,P302100,Exhaust door valve 2 Short circuit to B+,SV_ERR_SYM_EF_EL_SCP_1.21401
21402,P14AC00,Exhaust door control unit 2 mechanical malfunction,SV_ERR_SYM_PWM_EF_FB_1_1.21402
21403,P14AC00,Exhaust door control unit 2 mechanical malfunction,SV_ERR_SYM_PWM_EF_FB_2_1.21403
21404,P14AC00,Exhaust door control unit 2 mechanical malfunction,SV_ERR_SYM_PWM_EF_FB_3_1.21404
21406,P044100,EVAP Emission Contr.Sys.Incorrect Purge Flow,SV_ERR_SYM_MEC_OPEN_CPS_1.21406
21417,P261000,ECM/PCM Internal Engine Off Timer Performance,SV_ERR_SYM_T_ES_L_POW_CHK.21417
21419,P261000,ECM/PCM Internal Engine Off Timer Performance,SV_ERR_SYM_T_ES_VLD_CHK.21419
21471,U112200,Databus implausible message,SV_ERR_SYM_LMLev_bLevLim_VW.21471
21564,P151E00,Reduced speed threshold for oil pressure switching,SV_ERR_SYM_ChaDiag_bChaElg1Prot_VW.21564
21624,U000100,High Speed CAN Communication Bus,SV_ERR_SYM_COM_0_BOFF.21624
21625,U041400,Invalid Data Received From Four-Wheel Drive Clutch Control Module,SV_ERR_SYM_COM_4WD_PLAUS.21625
21626,U011400,Lost Communication With Four-Wheel Drive Clutch Control Module,SV_ERR_SYM_COM_4WD_TOUT.21626
21629,U042400,Invalid Data Received From HVAC Control Module,SV_ERR_SYM_COM_CCU_PLAUS.21629
21630,U016400,Lost Communication With HVAC Control Module,SV_ERR_SYM_COM_CCU_TOUT.21630
21635,U041700,Invalid Data Received From Park Brake Control Module,SV_ERR_SYM_COM_EPB_PLAUS.21635
21636,U012800,Lost Communication With Brake System Control Module,SV_ERR_SYM_COM_EPB_TOUT.21636
21637,U042500,Invalid Data Received From Auxiliary Heater Control Module,SV_ERR_SYM_COM_ICH_PLAUS.21637
21638,U016600,Lost Communication With Auxiliary Heater Control Module,SV_ERR_SYM_COM_ICH_TOUT.21638
21639,U100B00,Access and start authorization Implausible signal,SV_ERR_SYM_COM_KLG_PLAUS.21639
21640,U100A00,Access and start authorization No communication,SV_ERR_SYM_COM_KLG_TOUT.21640
21644,U109500,Electronic steering column lock control module No communication,SV_ERR_SYM_COM_PSTE_LOCK_TOUT.21644
21645,U041900,Invalid Data Received From Steering Effort Control Module,SV_ERR_SYM_COM_SCU_PLAUS.21645
21646,U013000,Lost Communication With Steering Effort Control Module,SV_ERR_SYM_COM_SCU_TOUT.21646
21651,U112200,Databus implausible message,SV_ERR_SYM_COM_STS_PLAUS.21651
21652,U112100,Databus missing message,SV_ERR_SYM_COM_STS_TOUT.21652
21653,U040200,Invalid Data Received From Transmission Control Module,SV_ERR_SYM_COM_TCU_PLAUS.21653
21654,U010100,Lost Communication with TCM,SV_ERR_SYM_COM_TCU_TOUT.21654
21655,U100400,Towing recognition control module Implausible signal,SV_ERR_SYM_COM_TRLCU_PLAUS.21655
21656,U100300,Towing recognition control module No Communication,SV_ERR_SYM_COM_TRLCU_TOUT.21656
21657,U044700,"Invalid Data Received From Gateway ""A""",SV_ERR_SYM_GEN_LOAD_POW_CAN.21657
21658,U040200,Invalid Data Received From Transmission Control Module,SV_ERR_SYM_TOIL_GEAR_TM.21658
21659,U042400,Invalid Data Received From HVAC Control Module,SV_ERR_SYM_TQ_ACC_CAN.21659
21660,U040200,Invalid Data Received From Transmission Control Module,SV_ERR_SYM_TQ_LM_GB_PT_MAX_ETCU.21660
21661,U040200,Invalid Data Received From Transmission Control Module,SV_ERR_SYM_TQ_LOSS_GB_CAN.21661
22007,U043300,Invalid Data Received From Cruise Control Front Distance Range Sensor,SV_ERR_SYM_COM_DCC_PLAUS.22007
22008,U023500,Lost Communication With Cruise Control Front Distance Range Sensor,SV_ERR_SYM_COM_DCC_TOUT.22008
22043,P060300,Internal Contr.Module (KAM) Error,SV_ERR_SYM_MCC_ATIC_111.22043
22045,P060300,Internal Contr.Module (KAM) Error,SV_ERR_SYM_MCC_ATIC_140_DEV_0.22045
22046,P060300,Internal Contr.Module (KAM) Error,SV_ERR_SYM_MCC_ATIC_140_DEV_1.22046
22049,U042400,Invalid Data Received From HVAC Control Module,SV_ERR_SYM_ACP_CAN.22049
22050,U041900,Invalid Data Received From Steering Effort Control Module,SV_ERR_SYM_CAN_ANG_SCU.22050
22052,U000200,High Speed CAN Communication Bus Performance,SV_ERR_SYM_COM_0_TOT.22052
22054,U10BB00,Power steering control module Implausible signal,SV_ERR_SYM_COM_EPS_PLAUS.22054
22055,U013100,Lost Communication With Power Steering Control Module,SV_ERR_SYM_COM_EPS_TOUT.22055
22056,U045A00,Invalid Data Received From Parking Assist Control Module “A”,SV_ERR_SYM_COM_PARK_ASI_PLAUS.22056
22057,U015900,Lost Communication With Parking Assist Control Module “A”,SV_ERR_SYM_COM_PARK_ASI_TOUT.22057
22058,U042800,Invalid Data Received From Steering Angle Sensor Module,SV_ERR_SYM_COM_PSTE_PLAUS.22058
22059,U012600,Lost Communication With Steering Angle Sensor Module,SV_ERR_SYM_COM_PSTE_TOUT.22059
22062,U040200,Invalid Data Received From Transmission Control Module,SV_ERR_SYM_DRG_TCU.22062
22063,U042300,Invalid Data Received From Instrument Panel Cluster Control Module,SV_ERR_SYM_FTL_CAN.22063
22064,U040200,Invalid Data Received From Transmission Control Module,SV_ERR_SYM_GEAR_RATIO_TCU1.22064
22065,U040200,Invalid Data Received From Transmission Control Module,SV_ERR_SYM_N_CONV.22065
22073,U042400,Invalid Data Received From HVAC Control Module,SV_ERR_SYM_TQ_AC_FAN_CAN.22073
22076,U041500,Invalid Data Received From Anti-Lock Brake System Control Module,SV_ERR_SYM_TQI_REL_MSR_REQ_CAN.22076
22092,U042300,Invalid Data Received From Instrument Panel Cluster Control Module,SV_ERR_SYM_KBI_TANKFUELL_PROZ.22092
22096,U040200,Invalid Data Received From Transmission Control Module,SV_ERR_SYM_TQI_GB_INTV_FAST_ETCU.22096
22097,U041500,Invalid Data Received From Anti-Lock Brake System Control Module,SV_ERR_SYM_TQI_REL_ASR_REQ_SLOW.22097
22099,P060300,Internal Contr.Module (KAM) Error,SV_ERR_SYM_MCC_ATIC_139_LS.22099
22100,P060300,Internal Contr.Module (KAM) Error,SV_ERR_SYM_MCC_ATIC_139_PS.22100
22136,P011600,Engine Coolant Temperature Sensor 1 Circuit Range/Performance,SV_ERR_SYM_TCE_NEG_OFS_CHK.22136
22260,P011100,Intake Air Temperature Sensor 1 Bank 1 Circuit Range/Performance,SV_ERR_SYM_TEMP_CST_PLAUS_TIG_IM.22260
22261,P007100,Ambient Air Temperature Sensor Circuit Range/Performance,SV_ERR_SYM_TEMP_CST_PLAUS_TAA.22261
22262,P218300,Engine Coolant Temperature Sensor 2 Circuit Range/Performance,SV_ERR_SYM_TEMP_CST_PLAUS_TCR.22262
23079,U105400,Information electronics control module 1 No Communication,SV_ERR_SYM_COM_MFE_INFO_TOUT.23079
23096,P011300,Intake Air Temperature Sensor 1 Bank 1 Circuit High,SV_ERR_SYM_LTS_AIR_OC_IM.23096
23097,P011200,Intake Air Temperature Sensor 1 Bank 1 Circuit Low,SV_ERR_SYM_LTS_AIR_SCG_IM.23097
23128,U041500,Invalid Data Received From Anti-Lock Brake System Control Module,SV_ERR_SYM_VEL_WHL_FN_LE_COM.23128
23129,U041500,Invalid Data Received From Anti-Lock Brake System Control Module,SV_ERR_SYM_VEL_WHL_FN_RI_COM.23129
23130,U041500,Invalid Data Received From Anti-Lock Brake System Control Module,SV_ERR_SYM_VEL_WHL_RE_LE_COM.23130
23131,U041500,Invalid Data Received From Anti-Lock Brake System Control Module,SV_ERR_SYM_VEL_WHL_RE_RI_COM.23131
23142,U042300,Invalid Data Received From Instrument Panel Cluster Control Module,SV_ERR_SYM_KBI_STANDZEIT_02.23142
23143,U042300,Invalid Data Received From Instrument Panel Cluster Control Module,SV_ERR_SYM_VS_ICL_DISP_COM.23143
23175,P007200,Ambient Air Temperature Sensor Circuit Low,SV_ERR_SYM_TAA_INTC_EL_L.23175
23176,P007000,Ambient Air Temperature Sensor Circuit,SV_ERR_SYM_TAA_INTC_EL_H.23176
23648,P16C100,Heater support pump Open circuit,SV_ERR_SYM_PWM_CWP_EL_OC_1.23648
23649,P16BF00,Heater support pump Short circuit to ground,SV_ERR_SYM_PWM_CWP_EL_SCG_1.23649
23650,P16C000,Heater support pump Short circuit to B+,SV_ERR_SYM_PWM_CWP_EL_SCP_1.23650
23651,P16C600,Heater support pump Dry running,SV_ERR_SYM_PWM_CWP_FB_1_0.23651
23652,P16C700,Heater support pump locked,SV_ERR_SYM_PWM_CWP_FB_1_1.23652
23653,P16C800,Heater support pump Overheated,SV_ERR_SYM_PWM_CWP_FB_1_2.23653
24576,U041400,Invalid Data Received From Four-Wheel Drive Clutch Control Module,SV_ERR_SYM_TQ_LIM_4WD_PROT_MAX_COM.24576
25214,P218100,Cooling System Performance,SV_ERR_SYM_TH_AUX.25214
25279,U040200,Invalid Data Received From Transmission Control Module,SV_ERR_SYM_TOIL_TRANS.25279
25574,U043300,Invalid Data Received From Cruise Control Front Distance Range Sensor,SV_ERR_SYM_TQI_REQ_DCC.25574
26279,P010600,Manifold Abs.Pressure or Bar.Pressure Range/Performance,SV_ERR_SYM_PRS_IM_PLAUS.26279
26363,P023600,Turbocharger Boost Sensor (A) Circ. Range/Performance,SV_ERR_SYM_PRS_UP_THR_PLAUS.26363
26370,P006800,MAP/MAF - Throttle Position Correlation,SV_ERR_SYM_PRS_IM_CTL_MIN.26370
26372,P227900,Intake Air System Leak,SV_ERR_SYM_AR_PL_MAX_LAM_RNG.26372
26374,P307A00,Intake system Air flow too low,SV_ERR_SYM_AR_PL_MIN_LAM_RNG.26374
26376,P227900,Intake Air System Leak,SV_ERR_SYM_PUT_MAX_LAM_RNG.26376
27740,P060600,ECM/PCM Processor,SV_ERR_SYM_AMP_PLAUS.27740
28511,U043300,Invalid Data Received From Cruise Control Front Distance Range Sensor,SV_ERR_SYM_AC_DCC_FOL_CTL.28511
28541,U042400,Invalid Data Received From HVAC Control Module,SV_ERR_SYM_TQ_ACC_CAN_PQX.28541
29095,P211200,Throttle Actuator Control System - Stuck closed,SV_ERR_SYM_TPS_JAM_CLOSE.29095
29376,P138800,Ctrl. module faulty,SV_ERR_SYM_TRM_TSK_06_MON_1.29376
29377,P138800,Ctrl. module faulty,SV_ERR_SYM_TRM_MOTOR_20_MON_1.29377
29381,P060C00,Internal Control Module Main Processor Performance,SV_ERR_SYM_TRANS_MON_1.29381
29382,P060C00,Internal Control Module Main Processor Performance,SV_ERR_SYM_TQI_MON_1.29382
29383,P060C00,Internal Control Module Main Processor Performance,SV_ERR_SYM_TQ_MIN_CLU_MON_1.29383
29384,P060C00,Internal Control Module Main Processor Performance,SV_ERR_SYM_TQ_MAX_CLU_MON_1.29384
29385,P060C00,Internal Control Module Main Processor Performance,SV_ERR_SYM_TPS_MON_1.29385
29386,P168000,Reset-resistant limp-home,SV_ERR_SYM_RST_CHK_MON_1.29386
29387,P060C00,Internal Control Module Main Processor Performance,SV_ERR_SYM_MSR_MON_1.29387
29388,P060C00,Internal Control Module Main Processor Performance,SV_ERR_SYM_MFF_MON_1.29388
29389,P060C00,Internal Control Module Main Processor Performance,SV_ERR_SYM_GS_INC_MON_1.29389
29391,P060C00,Internal Control Module Main Processor Performance,SV_ERR_SYM_BLS_BTS_MON_1.29391
30705,P00AF00,"Turbocharger/Supercharger Boost Control ""A"" Module Performance",SV_ERR_SYM_BPA_STUCK_CLOSE_1.30705
30706,P00AF00,"Turbocharger/Supercharger Boost Control ""A"" Module Performance",SV_ERR_SYM_BPA_STUCK_OPEN_1.30706
30787,P060C00,Internal Control Module Main Processor Performance,SV_ERR_SYM_TQI_P_D_IS_MON_1.30787
30788,P060C00,Internal Control Module Main Processor Performance,SV_ERR_SYM_TQI_N_MAX_MON_1.30788
30789,P060C00,Internal Control Module Main Processor Performance,SV_ERR_SYM_TQI_I_IS_MON_1.30789
30790,P060C00,Internal Control Module Main Processor Performance,SV_ERR_SYM_TQ_LOSS_MON_1.30790
30791,P060C00,Internal Control Module Main Processor Performance,SV_ERR_SYM_PVS_MON_1.30791
30792,P060C00,Internal Control Module Main Processor Performance,SV_ERR_SYM_N_32_MON_1.30792
30794,P060C00,Internal Control Module Main Processor Performance,SV_ERR_SYM_STST_MON_1.30794
31537,P060C00,Internal Control Module Main Processor Performance,SV_ERR_SYM_CRU_MON_1.31537
31538,P138800,Ctrl. module faulty,SV_ERR_SYM_CONV_MON_1.31538
